survey_id,file_name,survey_year,survey_month,survey_quarter,survey_period,time_status,include_in_time_trend,metric_family,metric_id,metric_name,variable,variable_label,question_leader_primary,group_type,group,response_option,share_weighted_valid,n_option_unweighted,n_valid_unweighted,n_total_group_unweighted,weighted_base_valid,sample_confidence,include_in_app_draft,data_status
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,honesty_integrity,Εντιμότητα / ακεραιότητα,var33,49. Honest,,gender,male,Κυριάκος Μητσοτάκης,57.5619,247,433,852,757.3898,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,hope,Δίνει ελπίδα,var31,47. Gives me hope,,gender,male,both,0.7958,3,474,852,819.8954,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,hope,Δίνει ελπίδα,var31,47. Gives me hope,,gender,male,Αλέξης Τσίπρας,47.3796,230,474,852,819.8954,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,hope,Δίνει ελπίδα,var31,47. Gives me hope,,gender,male,Κυριάκος Μητσοτάκης,51.8246,241,474,852,819.8954,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,gender,male,both,5.6222,30,534,852,927.5155,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,gender,male,Αλέξης Τσίπρας,44.4768,238,534,852,927.5155,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,gender,male,Κυριάκος Μητσοτάκης,49.9011,266,534,852,927.5155,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,gender,male,both,12.7602,53,436,852,763.8113,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,gender,male,Αλέξης Τσίπρας,35.3273,157,436,852,763.8113,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,gender,male,Κυριάκος Μητσοτάκης,51.9125,226,436,852,763.8113,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,gender,male,both,1.2641,6,451,852,780.9492,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,gender,male,Αλέξης Τσίπρας,59.0618,268,451,852,780.9492,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,gender,male,Κυριάκος Μητσοτάκης,39.6742,177,451,852,780.9492,high,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_approval,leader_approval_αλεξηστσιπρασ,Έγκριση/αποδοχή: Αλέξης Τσίπρας,var13,"24. Generally speaking, do you approve or disapprove of the job that is being done by Alexis Tsipras as Prime Minister?",Αλέξης Τσίπρας,age_group,18-24,negative_approval,74.8212,148,200,208,287.0084,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_approval,leader_approval_αλεξηστσιπρασ,Έγκριση/αποδοχή: Αλέξης Τσίπρας,var13,"24. Generally speaking, do you approve or disapprove of the job that is being done by Alexis Tsipras as Prime Minister?",Αλέξης Τσίπρας,age_group,18-24,positive_approval,25.1788,52,200,208,287.0084,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_approval,leader_approval_κυριακοσμητσοτακησ,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,var14,"25. Generally speaking, do you approve or disapprove of the job that is being done by Kyriakos Mitsotakis as head of the New Democracy Party (ND)?",Κυριάκος Μητσοτάκης,age_group,18-24,negative_approval,74.3391,140,187,208,266.2567,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_approval,leader_approval_κυριακοσμητσοτακησ,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,var14,"25. Generally speaking, do you approve or disapprove of the job that is being done by Kyriakos Mitsotakis as head of the New Democracy Party (ND)?",Κυριάκος Μητσοτάκης,age_group,18-24,positive_approval,25.6609,47,187,208,266.2567,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,stability,Σταθερότητα χώρας,var36,53. Will maintain stability in the country,,age_group,18-24,both,2.0701,2,98,208,138.9159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,stability,Σταθερότητα χώρας,var36,53. Will maintain stability in the country,,age_group,18-24,Αλέξης Τσίπρας,44.0832,44,98,208,138.9159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,stability,Σταθερότητα χώρας,var36,53. Will maintain stability in the country,,age_group,18-24,Κυριάκος Μητσοτάκης,53.8467,52,98,208,138.9159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,close_to_people,Κοντά στους πολίτες,var32,48. Cares about people like me,,age_group,18-24,Αλέξης Τσίπρας,51.3944,47,90,208,128.7352,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,close_to_people,Κοντά στους πολίτες,var32,48. Cares about people like me,,age_group,18-24,Κυριάκος Μητσοτάκης,48.6056,43,90,208,128.7352,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,economic_competence,Ικανότητα στην οικονομία,var34,50. Understands how the economy works,,age_group,18-24,both,17.1051,20,115,208,163.4684,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,economic_competence,Ικανότητα στην οικονομία,var34,50. Understands how the economy works,,age_group,18-24,Αλέξης Τσίπρας,19.9515,23,115,208,163.4684,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,economic_competence,Ικανότητα στην οικονομία,var34,50. Understands how the economy works,,age_group,18-24,Κυριάκος Μητσοτάκης,62.9434,72,115,208,163.4684,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,honesty_integrity,Εντιμότητα / ακεραιότητα,var33,49. Honest,,age_group,18-24,Αλέξης Τσίπρας,45.9659,38,81,208,114.9208,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,honesty_integrity,Εντιμότητα / ακεραιότητα,var33,49. Honest,,age_group,18-24,Κυριάκος Μητσοτάκης,54.0341,43,81,208,114.9208,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,hope,Δίνει ελπίδα,var31,47. Gives me hope,,age_group,18-24,Αλέξης Τσίπρας,51.6153,53,100,208,141.2574,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,hope,Δίνει ελπίδα,var31,47. Gives me hope,,age_group,18-24,Κυριάκος Μητσοτάκης,48.3847,47,100,208,141.2574,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,age_group,18-24,both,4.0268,5,114,208,164.3788,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,age_group,18-24,Αλέξης Τσίπρας,36.7518,42,114,208,164.3788,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,international_respect,Σεβασμός από Ευρωπαίους ηγέτες,var30,46. Is respected by EU leaders,,age_group,18-24,Κυριάκος Μητσοτάκης,59.2213,67,114,208,164.3788,medium,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,age_group,18-24,both,9.1976,8,85,208,122.1159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,age_group,18-24,Αλέξης Τσίπρας,27.3853,24,85,208,122.1159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,patriotism,Πατριωτισμός,var35,52. Is a patriot,,age_group,18-24,Κυριάκος Μητσοτάκης,63.4171,53,85,208,122.1159,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,age_group,18-24,both,0.9897,1,99,208,139.9078,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,age_group,18-24,Αλέξης Τσίπρας,58.4386,59,99,208,139.9078,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_trait,strong_leadership,Ηγετικά προσόντα / ισχυρός ηγέτης,var29,"45. Is a strong leader:Irrespective of your electoral preferences, between Alexis Tsipras and Kyriakos Mitsotakis, who is best described by the following statements?",,age_group,18-24,Κυριάκος Μητσοτάκης,40.5718,39,99,208,139.9078,low,True,ok
SURVEY_01,FinalSample_EuroelectionsENG.sav,2019.0,4.0,Q2,2019-Q2,auto_from_sav_date_column:Vdatesub,True,leader_approval,leader_approval_αλεξηστσιπρασ,Έγκριση/αποδοχή: Αλέξης Τσίπρας,var13,"24. Generally speaking, do you approve or disapprove of the job that is being done by Alexis Tsipras as Prime Minister?",Αλέξης Τσίπρας,age_group,25-39,negative_approval,68.5004,246,358,365,625.3607,high,True,ok
